S.NO/Digits,Input State,APU,MAIN LG,2XA,22XN,BTC                           Lockout,BUS TIE PB                      10XU ,3XS,4XS,3XG,5XG,SMOKE Config Button    13XU,Gen1 Ready (10J),GEN1 PB ON,GEN2 Ready(10J),GEN2 PB ON
369,36.9,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1
370,37,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0
371,37.1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1
372,37.2,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0
373,37.3,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1
374,37.4,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0
375,37.5,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1
376,37.6,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0
377,37.7,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1
378,37.8,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0
379,37.9,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1
380,38,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0
381,38.1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1
382,38.2,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
383,38.3,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
384,38.4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
385,38.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
386,38.6,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
387,38.7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
388,38.8,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
389,38.9,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
390,39,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
391,39.1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1
392,39.2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
393,39.3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
394,39.4,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
395,39.5,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1
396,39.6,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
397,39.7,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1
398,39.8,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
399,39.9,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1
400,40,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
401,40.1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
402,40.2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
403,40.3,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1
404,40.4,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
405,40.5,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
406,40.6,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0
407,40.7,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1
408,40.8,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
409,40.9,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
410,41,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
411,41.1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1
412,41.2,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0
413,41.3,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1
414,41.4,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0
415,41.5,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
416,41.6,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
417,41.7,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
418,41.8,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
419,41.9,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1
420,42,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
421,42.1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1
422,42.2,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0
423,42.3,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1
424,42.4,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
425,42.5,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1
426,42.6,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0
427,42.7,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1
428,42.8,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0
429,42.9,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
430,43,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0
431,43.1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1
432,43.2,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
433,43.3,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1
434,43.4,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
435,43.5,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1
436,43.6,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
437,43.7,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1
438,43.8,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0
439,43.9,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1
440,44,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0
441,44.1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1
442,44.2,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0
443,44.3,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1
444,44.4,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0
445,44.5,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1
446,44.6,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0
447,44.7,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
448,44.8,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
449,44.9,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
450,45,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0
451,45.1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
452,45.2,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
453,45.3,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1
454,45.4,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0
455,45.5,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1
456,45.6,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
457,45.7,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1
458,45.8,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0
459,45.9,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1
460,46,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0
461,46.1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1
462,46.2,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0
463,46.3,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1
464,46.4,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
465,46.5,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1
466,46.6,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0
467,46.7,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1
468,46.8,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0
469,46.9,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1
470,47,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0
471,47.1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1
472,47.2,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0
473,47.3,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1
474,47.4,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0
475,47.5,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1
476,47.6,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0
477,47.7,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1
478,47.8,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0
479,47.9,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1
480,48,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
481,48.1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
482,48.2,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0
483,48.3,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
484,48.4,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
485,48.5,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
486,48.6,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0
487,48.7,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1
488,48.8,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0
489,48.9,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1
490,49,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0
491,49.1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1
492,49.2,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0
493,49.3,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
494,49.4,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0
495,49.5,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
496,49.6,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
497,49.7,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
498,49.8,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0
499,49.9,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
500,50,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0
501,50.1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
502,50.2,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0
503,50.3,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
504,50.4,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
505,50.5,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
506,50.6,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0
507,50.7,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
508,50.8,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
509,50.9,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
510,51,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
511,51.1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
512,51.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
513,51.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
514,51.4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
515,51.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
516,51.6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
517,51.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
518,51.8,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
519,51.9,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
520,52,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
521,52.1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
522,52.2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
523,52.3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
524,52.4,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
525,52.5,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
526,52.6,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
527,52.7,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
528,52.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
529,52.9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
530,53,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
531,53.1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
532,53.2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
533,53.3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
534,53.4,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
535,53.5,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1
536,53.6,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
537,53.7,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
538,53.8,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
539,53.9,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1
540,54,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
541,54.1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1
542,54.2,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
543,54.3,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
544,54.4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
545,54.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
546,54.6,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
547,54.7,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
548,54.8,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
549,54.9,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
550,55,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
551,55.1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1
552,55.2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
553,55.3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
554,55.4,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
555,55.5,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1
556,55.6,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
557,55.7,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1
558,55.8,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0
559,55.9,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1
560,56,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
561,56.1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
562,56.2,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
563,56.3,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1
564,56.4,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
565,56.5,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
566,56.6,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0
567,56.7,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1
568,56.8,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
569,56.9,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
570,57,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0
571,57.1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1
572,57.2,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
573,57.3,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1
574,57.4,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0
575,57.5,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
576,57.6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
577,57.7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
578,57.8,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
579,57.9,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
580,58,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
581,58.1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
582,58.2,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
583,58.3,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1
584,58.4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
585,58.5,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
586,58.6,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
587,58.7,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1
588,58.8,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
589,58.9,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1
590,59,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0
591,59.1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
592,59.2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
593,59.3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
594,59.4,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
595,59.5,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1
596,59.6,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
597,59.7,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
598,59.8,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
599,59.9,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1
600,60,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
601,60.1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
602,60.2,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
603,60.3,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1
604,60.4,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0
605,60.5,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1
606,60.6,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0
607,60.7,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
608,60.8,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
609,60.9,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
610,61,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
611,61.1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
612,61.2,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
613,61.3,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1
614,61.4,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0
615,61.5,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1
616,61.6,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
617,61.7,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
618,61.8,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0
619,61.9,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1
620,62,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0
621,62.1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1
622,62.2,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0
623,62.3,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1
624,62.4,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
625,62.5,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1
626,62.6,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0
627,62.7,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1
628,62.8,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0
629,62.9,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1
630,63,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0
631,63.1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1
632,63.2,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0
633,63.3,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1
634,63.4,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0
635,63.5,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1
636,63.6,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0
637,63.7,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1
638,63.8,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0
639,63.9,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
640,64,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
641,64.1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
642,64.2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
643,64.3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
644,64.4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
645,64.5,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
646,64.6,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
647,64.7,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1
648,64.8,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
649,64.9,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
650,65,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
651,65.1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
652,65.2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
653,65.3,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1
654,65.4,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0
655,65.5,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1
656,65.6,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
657,65.7,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
658,65.8,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
659,65.9,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1
660,66,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
661,66.1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
662,66.2,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
663,66.3,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1
664,66.4,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
665,66.5,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1
666,66.6,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0
667,66.7,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1
668,66.8,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0
669,66.9,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1
670,67,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0
671,67.1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
672,67.2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
673,67.3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
674,67.4,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
675,67.5,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1
676,67.6,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
677,67.7,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
678,67.8,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0
679,67.9,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1
680,68,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
681,68.1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1
682,68.2,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
683,68.3,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1
684,68.4,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0
685,68.5,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1
686,68.6,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0
687,68.7,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1
688,68.8,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
689,68.9,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1
690,69,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0
691,69.1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1
692,69.2,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0
693,69.3,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1
694,69.4,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0
695,69.5,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1
696,69.6,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0
697,69.7,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1
698,69.8,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0
699,69.9,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1
700,70,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0
701,70.1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1
702,70.2,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0
703,70.3,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
704,70.4,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
705,70.5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
706,70.6,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
707,70.7,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1
708,70.8,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
709,70.9,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1
710,71,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0
711,71.1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1
712,71.2,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
713,71.3,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1
714,71.4,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0
715,71.5,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1
716,71.6,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0
717,71.7,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1
718,71.8,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0
719,71.9,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1
720,72,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
721,72.1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1
722,72.2,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0
723,72.3,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1
724,72.4,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0
725,72.5,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
726,72.6,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0
727,72.7,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1
728,72.8,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0
729,72.9,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1
730,73,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0
731,73.1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1
732,73.2,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0
733,73.3,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1
734,73.4,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0
735,73.5,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1
736,73.6,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
737,73.7,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
738,73.8,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0
739,73.9,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1
740,74,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0
741,74.1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1
742,74.2,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0
743,74.3,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1
744,74.4,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0
745,74.5,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1
746,74.6,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0
747,74.7,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1
748,74.8,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0
749,74.9,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1
750,75,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0
751,75.1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1
752,75.2,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
753,75.3,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1
754,75.4,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0
755,75.5,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1
